Period,Location,Time,Temperature,Reading (Oxygen),Reading (Hydrogen Cyanide),TWA (Hydrogen Cyanide),STEL (Hydrogen Cyanide),Reading (Nitrogen Dioxide),TWA (Nitrogen Dioxide),STEL (Nitrogen Dioxide),Reading (Hydrogen Sulfide),TWA (Hydrogen Sulfide),STEL (Hydrogen Sulfide),Reading (Carbon Monoxide),TWA (Carbon Monoxide),STEL (Carbon Monoxide),Reading (Carbon Dioxide),TWA (Carbon Dioxide),STEL (Carbon Dioxide)
1,,6/25/2015 8:30:44 AM,15,20.4,-0.4,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/25/2015 8:30:49 AM,15,20.4,-0.4,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/25/2015 8:30:54 AM,15,20.4,-0.4,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/25/2015 8:30:59 AM,15,20.4,-0.4,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/25/2015 8:31:04 AM,15,20.4,-0.4,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/25/2015 8:31:09 AM,15,20.4,-0.4,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/25/2015 8:31:14 AM,15,20.3,-0.4,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/25/2015 8:31:19 AM,15,20.4,-0.4,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/25/2015 8:31:24 AM,15,20.4,-0.4,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/25/2015 8:31:29 AM,15,20.4,-0.4,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/25/2015 8:31:34 AM,15,20.4,-0.5,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/25/2015 8:31:39 AM,15,20.4,-0.4,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/25/2015 8:31:44 AM,15,20.4,-0.4,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/25/2015 8:31:49 AM,16,20.4,-0.5,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/25/2015 8:31:54 AM,16,20.4,-0.4,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/25/2015 8:31:59 AM,16,20.4,-0.5,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/25/2015 8:32:04 AM,16,20.4,-0.4,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/25/2015 8:32:09 AM,16,20.4,-0.5,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/25/2015 8:32:14 AM,16,20.4,-0.5,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/25/2015 8:32:19 AM,16,20.4,-0.4,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/25/2015 8:32:24 AM,16,20.4,-0.5,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/25/2015 8:32:29 AM,16,20.4,-0.5,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/25/2015 8:32:34 AM,16,20.4,-0.5,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/25/2015 8:32:39 AM,16,20.4,-0.4,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/25/2015 8:32:44 AM,16,20.4,-0.4,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/25/2015 8:32:49 AM,16,20.4,-0.5,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/25/2015 8:32:54 AM,16,20.4,-0.5,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/25/2015 8:32:59 AM,16,20.4,-0.5,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/25/2015 8:33:04 AM,16,20.4,-0.5,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
