Period,Location,Time,Temperature,Reading (Oxygen),Reading (Hydrogen Cyanide),TWA (Hydrogen Cyanide),STEL (Hydrogen Cyanide),Reading (Nitrogen Dioxide),TWA (Nitrogen Dioxide),STEL (Nitrogen Dioxide),Reading (Hydrogen Sulfide),TWA (Hydrogen Sulfide),STEL (Hydrogen Sulfide),Reading (Carbon Monoxide),TWA (Carbon Monoxide),STEL (Carbon Monoxide),Reading (Carbon Dioxide),TWA (Carbon Dioxide),STEL (Carbon Dioxide)
1,,6/25/2015 8:31:17 AM,16,20.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,,6/25/2015 8:31:22 AM,16,20.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,,6/25/2015 8:31:27 AM,16,20.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,,6/25/2015 8:31:32 AM,16,20.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,,6/25/2015 8:31:37 AM,16,20.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,,6/25/2015 8:31:42 AM,16,20.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,,6/25/2015 8:31:47 AM,16,20.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,,6/25/2015 8:31:52 AM,16,20.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,,6/25/2015 8:31:57 AM,16,20.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,,6/25/2015 8:32:02 AM,16,20.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,,6/25/2015 8:32:07 AM,16,20.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,,6/25/2015 8:32:12 AM,16,20.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,,6/25/2015 8:32:17 AM,17,20.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,,6/25/2015 8:32:22 AM,17,20.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,,6/25/2015 8:32:27 AM,16,20.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,,6/25/2015 8:32:32 AM,16,20.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,,6/25/2015 8:32:37 AM,17,20.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,,6/25/2015 8:32:42 AM,16,20.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,,6/25/2015 8:32:47 AM,17,20.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,,6/25/2015 8:32:52 AM,17,20.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,,6/25/2015 8:32:57 AM,17,20.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,,6/25/2015 8:33:02 AM,17,20.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,,6/25/2015 8:33:07 AM,16,20.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,,6/25/2015 8:33:12 AM,17,20.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,,6/25/2015 8:33:17 AM,17,20.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,,6/25/2015 8:33:22 AM,17,20.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
