Period,Location,Time,Temperature,Reading (Oxygen),Reading (Hydrogen Cyanide),TWA (Hydrogen Cyanide),STEL (Hydrogen Cyanide),Reading (Nitrogen Dioxide),TWA (Nitrogen Dioxide),STEL (Nitrogen Dioxide),Reading (Hydrogen Sulfide),TWA (Hydrogen Sulfide),STEL (Hydrogen Sulfide),Reading (Carbon Monoxide),TWA (Carbon Monoxide),STEL (Carbon Monoxide),Reading (Carbon Dioxide),TWA (Carbon Dioxide),STEL (Carbon Dioxide)
1,,6/16/2015 8:58:44 AM,15,20.6,-0.2,0,0,0,0,0,0,0,0,0,0,0,0.22,7.638889E-06,0.0002444444
1,,6/16/2015 8:58:45 AM,15,20.6,-0.2,0,0,0,0,0,0,0,0,0,0,0,0.22,1.527778E-05,0.0004888889
1,,6/16/2015 8:58:46 AM,15,20.6,-0.2,0,0,0,0,0,0,0,0,0,0,0,0.22,2.291667E-05,0.0007333333
1,,6/16/2015 8:58:47 AM,15,20.6,-0.2,0,0,0,0,0,0,0,0,0,0,0,0.25,3.159722E-05,0.001011111
1,,6/16/2015 8:58:48 AM,15,20.6,-0.2,0,0,0,0,0,0,0,0,0,0,0,0.25,4.027778E-05,0.001288889
1,,6/16/2015 8:58:49 AM,15,20.6,-0.2,0,0,0,0,0,0,0,0,0,0,0,0.25,4.895833E-05,0.001566667
1,,6/16/2015 8:58:50 AM,15,20.5,-0.2,0,0,0,0,0,0,0,0,0,0,0,0.25,5.763889E-05,0.001844444
1,,6/16/2015 8:58:51 AM,15,20.5,-0.2,0,0,0,0,0,0,0,0,0,0,0,0.28,6.736111E-05,0.002155556
1,,6/16/2015 8:58:52 AM,15,20.6,-0.2,0,0,0,0,0,0,0,0,0,0,0,0.28,7.708334E-05,0.002466667
1,,6/16/2015 8:58:53 AM,15,20.6,-0.2,0,0,0,0,0,0,0,0,0,0,0,0.28,8.680556E-05,0.002777778
1,,6/16/2015 8:58:54 AM,15,20.6,-0.3,0,0,0,0,0,0,0,0,0,0,0,0.28,9.652778E-05,0.003088889
1,,6/16/2015 8:58:55 AM,15,20.5,-0.3,0,0,0,0,0,0,0,0,0,0,0,0.28,0.00010625,0.0034
1,,6/16/2015 8:58:56 AM,15,20.5,-0.2,0,0,0,0,0,0,0,0,0,0,0,0.28,0.0001159722,0.003711111
1,,6/16/2015 8:58:57 AM,15,20.5,-0.3,0,0,0,0,0,0,0,0,0,0,0,0.28,0.0001256944,0.004022222
1,,6/16/2015 8:58:58 AM,15,20.5,-0.2,0,0,0,0,0,0,0,0,0,0,0,0.3,0.0001361111,0.004355555
1,,6/16/2015 8:58:59 AM,15,20.5,-0.3,0,0,0,0,0,0,0,0,0,0,0,0.3,0.0001465278,0.004688889
1,,6/16/2015 8:59:00 AM,15,20.5,-0.2,0,0,0,0,0,0,0,0,0,0,0,0.3,0.0001569444,0.005022222
1,,6/16/2015 8:59:01 AM,15,20.6,-0.2,0,0,0,0,0,0,0,0,0,0,0,0.3,0.0001673611,0.005355556
1,,6/16/2015 8:59:02 AM,15,20.7,-0.2,0,0,0,0,0,0,0,0,0,0,0,0.3,0.0001777778,0.005688889
1,,6/16/2015 8:59:03 AM,15,20.7,-0.2,0,0,0,0,0,0,0,0,0,0,0,0.3,0.0001881944,0.006022222
1,,6/16/2015 8:59:04 AM,15,20.8,-0.2,0,0,0,0,0,0,0,0,0,0,0,0.28,0.0001979167,0.006333333
1,,6/16/2015 8:59:05 AM,15,20.8,-0.2,0,0,0,0,0,0,0,0,0,0,0,0.25,0.0002065972,0.006611111
1,,6/16/2015 8:59:06 AM,15,20.8,-0.2,0,0,0,0,0,0,0,0,0,0,0,0.25,0.0002152778,0.006888889
1,,6/16/2015 8:59:07 AM,15,20.8,-0.2,0,0,0,0,0,0,0,0,0,0,0,0.22,0.0002229167,0.007133333
1,,6/16/2015 8:59:08 AM,15,20.8,-0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0002298611,0.007355555
1,,6/16/2015 8:59:09 AM,15,20.9,-0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0002368056,0.007577778
1,,6/16/2015 8:59:10 AM,15,20.9,-0.2,0,0,0,0,0,0,0,0,0,0,0,0.18,0.0002430556,0.007777778
1,,6/16/2015 8:59:11 AM,15,20.9,-0.2,0,0,0,0,0,0,0,0,0,0,0,0.18,0.0002493056,0.007977778
1,,6/16/2015 8:59:12 AM,15,20.9,-0.2,0,0,0,0,0,0,0,0,0,0,0,0.15,0.0002545139,0.008144445
1,,6/16/2015 8:59:13 AM,15,20.9,-0.2,0,0,0,0,0,0,0,0,0,0,0,0.15,0.0002597222,0.008311111
1,,6/16/2015 8:59:14 AM,15,20.9,-0.2,0,0,0,0,0,0,0,0,0,0,0,0.13,0.0002642361,0.008455556
1,,6/16/2015 8:59:15 AM,15,20.9,-0.2,0,0,0,0,0,0,0,0,0,0,0,0.13,0.00026875,0.0086
1,,6/16/2015 8:59:16 AM,16,20.9,-0.2,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0002722222,0.008711111
1,,6/16/2015 8:59:17 AM,16,20.9,-0.2,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0002756944,0.008822222
1,,6/16/2015 8:59:18 AM,16,20.9,-0.2,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0002791667,0.008933334
1,,6/16/2015 8:59:19 AM,16,20.9,-0.2,0,0,0,0,0,0,0,0,0,0,0,0.08,0.0002819444,0.009022222
1,,6/16/2015 8:59:20 AM,16,20.9,-0.2,0,0,0,0,0,0,0,0,0,0,0,0.08,0.0002847222,0.009111111
1,,6/16/2015 8:59:21 AM,16,20.9,-0.2,0,0,0,0,0,0,0,0,0,0,0,0.08,0.0002875,0.0092
1,,6/16/2015 8:59:22 AM,16,20.9,-0.2,0,0,0,0,0,0,0,0,0,0,0,0.08,0.0002902778,0.009288889
1,,6/16/2015 8:59:23 AM,16,20.9,-0.2,0,0,0,0,0,0,0,0,0,0,0,0.08,0.0002930555,0.009377778
