File ID,1,,
Transmitter Address,1,,
Thermocouple Type,K,,
Start Time,"Monday, June 15, 2015 9:04:49 AM",,
Interval (seconds),2,,
Number of Records,1686,,
Units (degrees),C,,
Battery Voltage,1.584,,
,,,
Date,Time,Process,Ambient
6/15/2015,9:04:49 AM,25,25.3
6/15/2015,9:04:51 AM,25,25.3
6/15/2015,9:04:53 AM,24,25.3
6/15/2015,9:04:55 AM,24,25.3
6/15/2015,9:04:57 AM,24,25.3
6/15/2015,9:04:59 AM,24,25.3
6/15/2015,9:05:01 AM,24,25.3
6/15/2015,9:05:03 AM,24,25.3
6/15/2015,9:05:05 AM,24,25.3
6/15/2015,9:05:07 AM,24,25.3
6/15/2015,9:05:09 AM,24,25.3
6/15/2015,9:05:11 AM,24,25.3
6/15/2015,9:05:13 AM,24,25.3
6/15/2015,9:05:15 AM,24,25.3
6/15/2015,9:05:17 AM,24,25.3
6/15/2015,9:05:19 AM,24,25.3
6/15/2015,9:05:21 AM,24,25.3
6/15/2015,9:05:23 AM,24,25.3
6/15/2015,9:05:25 AM,24,25.3
6/15/2015,9:05:27 AM,24,25.3
6/15/2015,9:05:29 AM,24,25.3
6/15/2015,9:05:31 AM,24,25.3
6/15/2015,9:05:33 AM,24,25.3
6/15/2015,9:05:35 AM,24,25.3
6/15/2015,9:05:37 AM,24,25.3
6/15/2015,9:05:39 AM,24,25.3
6/15/2015,9:05:41 AM,24,25.3
6/15/2015,9:05:43 AM,24,25.3
6/15/2015,9:05:45 AM,24,25.3
6/15/2015,9:05:47 AM,24,25.3
6/15/2015,9:05:49 AM,24,25.3
6/15/2015,9:05:51 AM,24,25.3
6/15/2015,9:05:53 AM,24,25.3
6/15/2015,9:05:55 AM,24,25.3
6/15/2015,9:05:57 AM,24,25.3
6/15/2015,9:05:59 AM,24,25.3
6/15/2015,9:06:01 AM,24,25.3
6/15/2015,9:06:03 AM,24,25.3
6/15/2015,9:06:05 AM,24,25.3
6/15/2015,9:06:07 AM,24,25.3
6/15/2015,9:06:09 AM,24,25.3
6/15/2015,9:06:11 AM,24,25.3
6/15/2015,9:06:13 AM,24,25.3
6/15/2015,9:06:15 AM,24,25.3
6/15/2015,9:06:17 AM,24,25.3
6/15/2015,9:06:19 AM,24,25.3
6/15/2015,9:06:21 AM,24,25.3
6/15/2015,9:06:23 AM,24,25.3
6/15/2015,9:06:25 AM,25,25.3
6/15/2015,9:06:27 AM,25,25.3
6/15/2015,9:06:29 AM,24,25.3
6/15/2015,9:06:31 AM,24,25.3
6/15/2015,9:06:33 AM,24,25.3
6/15/2015,9:06:35 AM,24,25.3
6/15/2015,9:06:37 AM,24,25.3
6/15/2015,9:06:39 AM,24,25.3
