Period,Location,Time,Temperature,Reading (Oxygen),Reading (Hydrogen Cyanide),TWA (Hydrogen Cyanide),STEL (Hydrogen Cyanide),Reading (Nitrogen Dioxide),TWA (Nitrogen Dioxide),STEL (Nitrogen Dioxide),Reading (Hydrogen Sulfide),TWA (Hydrogen Sulfide),STEL (Hydrogen Sulfide),Reading (Carbon Monoxide),TWA (Carbon Monoxide),STEL (Carbon Monoxide),Reading (Carbon Dioxide),TWA (Carbon Dioxide),STEL (Carbon Dioxide)
1,,6/27/2015 8:27:25 AM,12,21.5,0,0,0,0,0,0,0,0,0,0,0,0,-0.03,0,0
1,,6/27/2015 8:27:30 AM,12,21.5,0,0,0,0,0,0,0,0,0,0,0,0,-0.03,0,0
1,,6/27/2015 8:27:35 AM,13,21.4,-0.1,0,0,0,0,0,0,0,0,0,0,0,-0.03,0,0
1,,6/27/2015 8:27:40 AM,13,21.4,0,0,0,0,0,0,0,0,0,0,0,0,-0.03,0,0
1,,6/27/2015 8:27:45 AM,13,21.4,-0.1,0,0,0,0,0,0,0,0,0,0,0,-0.03,0,0
1,,6/27/2015 8:27:50 AM,13,21.6,0,0,0,0,0,0,0,0,0,0,0,0,-0.03,0,0
1,,6/27/2015 8:27:55 AM,13,21.8,0,0,0,0,0,0,0,0,0,0,0,0,-0.04,0,0
1,,6/27/2015 8:28:00 AM,13,22,0,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/27/2015 8:28:05 AM,13,22,0,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/27/2015 8:28:10 AM,13,22.1,0,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/27/2015 8:28:15 AM,13,22.1,0,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/27/2015 8:28:20 AM,13,22.1,0,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/27/2015 8:28:25 AM,13,22.1,0,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/27/2015 8:28:30 AM,13,22.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/27/2015 8:28:35 AM,13,22.1,0,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/27/2015 8:28:40 AM,13,22.1,0,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/27/2015 8:28:45 AM,13,22.1,0,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
