Period,Location,Time,Temperature,Reading (Oxygen),Reading (Hydrogen Cyanide),TWA (Hydrogen Cyanide),STEL (Hydrogen Cyanide),Reading (Nitrogen Dioxide),TWA (Nitrogen Dioxide),STEL (Nitrogen Dioxide),Reading (Hydrogen Sulfide),TWA (Hydrogen Sulfide),STEL (Hydrogen Sulfide),Reading (Carbon Monoxide),TWA (Carbon Monoxide),STEL (Carbon Monoxide),Reading (Carbon Dioxide),TWA (Carbon Dioxide),STEL (Carbon Dioxide)
1,,6/23/2015 8:28:24 AM,17,20.7,-0.1,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/23/2015 8:28:29 AM,17,20.7,-0.1,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/23/2015 8:28:34 AM,17,20.7,-0.1,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/23/2015 8:28:39 AM,18,20.7,-0.1,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/23/2015 8:28:44 AM,18,20.7,-0.1,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/23/2015 8:28:49 AM,18,20.7,-0.1,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/23/2015 8:28:54 AM,18,20.7,-0.1,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/23/2015 8:28:59 AM,18,20.7,-0.1,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/23/2015 8:29:04 AM,18,20.7,-0.1,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/23/2015 8:29:09 AM,18,20.7,-0.1,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/23/2015 8:29:14 AM,18,20.7,-0.1,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/23/2015 8:29:19 AM,18,20.7,-0.1,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/23/2015 8:29:24 AM,18,20.7,-0.1,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/23/2015 8:29:29 AM,18,20.7,-0.1,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/23/2015 8:29:34 AM,18,20.7,-0.1,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/23/2015 8:29:39 AM,18,20.7,-0.1,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/23/2015 8:29:44 AM,18,20.7,-0.1,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/23/2015 8:29:49 AM,18,20.7,-0.1,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/23/2015 8:29:54 AM,18,20.7,-0.1,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/23/2015 8:29:59 AM,18,20.7,-0.1,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/23/2015 8:30:04 AM,18,20.7,-0.1,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/23/2015 8:30:09 AM,18,20.7,-0.1,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/23/2015 8:30:14 AM,18,20.7,-0.1,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/23/2015 8:30:19 AM,18,20.7,-0.1,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
