Period,Location,Time,Temperature,Reading (Oxygen),Reading (Hydrogen Cyanide),TWA (Hydrogen Cyanide),STEL (Hydrogen Cyanide),Reading (Nitrogen Dioxide),TWA (Nitrogen Dioxide),STEL (Nitrogen Dioxide),Reading (Hydrogen Sulfide),TWA (Hydrogen Sulfide),STEL (Hydrogen Sulfide),Reading (Carbon Monoxide),TWA (Carbon Monoxide),STEL (Carbon Monoxide),Reading (Carbon Dioxide),TWA (Carbon Dioxide),STEL (Carbon Dioxide)
1,,6/28/2015 8:26:12 AM,12,20.5,-0.1,0,0,0,0,0,0,0,0,0,0,0,-0.03,0,0
1,,6/28/2015 8:26:17 AM,12,20.4,-0.1,0,0,0,0,0,0,0,0,0,0,0,-0.03,0,0
1,,6/28/2015 8:26:22 AM,12,20.4,-0.1,0,0,0,0,0,0,0,0,0,0,0,-0.01,0,0
1,,6/28/2015 8:26:27 AM,12,20.4,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,,6/28/2015 8:26:32 AM,12,20.5,-0.1,0,0,0,0,0,0,0,0,0,0,0,0.02,3.472222E-06,0.0001111111
1,,6/28/2015 8:26:37 AM,12,20.5,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,3.472222E-06,0.0001111111
1,,6/28/2015 8:26:42 AM,12,20.5,-0.1,0,0,0,0,0,0,0,0,0,0,0,-0.02,3.472222E-06,0.0001111111
1,,6/28/2015 8:26:47 AM,12,20.5,-0.1,0,0,0,0,0,0,0,0,0,0,0,-0.03,3.472222E-06,0.0001111111
1,,6/28/2015 8:26:52 AM,12,20.5,-0.1,0,0,0,0,0,0,0,0,0,0,0,-0.03,3.472222E-06,0.0001111111
1,,6/28/2015 8:26:57 AM,13,20.4,-0.1,0,0,0,0,0,0,0,0,0,0,0,-0.02,3.472222E-06,0.0001111111
1,,6/28/2015 8:27:02 AM,13,20.3,-0.1,0,0,0,0,0,0,0,0,0,0,0,0.04,1.041667E-05,0.0003333333
1,,6/28/2015 8:27:07 AM,13,20.4,-0.1,0,0,0,0,0,0,0,0,0,0,0,0.07,2.256944E-05,0.0007222222
1,,6/28/2015 8:27:12 AM,13,20.5,-0.1,0,0,0,0,0,0,0,0,0,0,0,0.05,3.125E-05,0.001
1,,6/28/2015 8:27:17 AM,13,20.5,-0.1,0,0,0,0,0,0,0,0,0,0,0,0.02,3.472222E-05,0.001111111
1,,6/28/2015 8:27:22 AM,13,20.5,-0.1,0,0,0,0,0,0,0,0,0,0,0,-0.02,3.472222E-05,0.001111111
1,,6/28/2015 8:27:27 AM,13,20.5,-0.1,0,0,0,0,0,0,0,0,0,0,0,-0.03,3.472222E-05,0.001111111
1,,6/28/2015 8:27:32 AM,13,20.5,-0.1,0,0,0,0,0,0,0,0,0,0,0,-0.03,3.472222E-05,0.001111111
1,,6/28/2015 8:27:37 AM,13,20.5,-0.1,0,0,0,0,0,0,0,0,0,0,0,-0.03,3.472222E-05,0.001111111
1,,6/28/2015 8:27:42 AM,13,20.5,-0.1,0,0,0,0,0,0,0,0,0,0,0,-0.05,3.472222E-05,0.001111111
1,,6/28/2015 8:27:47 AM,13,20.5,-0.1,0,0,0,0,0,0,0,0,0,0,0,-0.05,3.472222E-05,0.001111111
1,,6/28/2015 8:27:52 AM,13,20.5,-0.1,0,0,0,0,0,0,0,0,0,0,0,-0.05,3.472222E-05,0.001111111
1,,6/28/2015 8:27:57 AM,13,20.5,-0.1,0,0,0,0,0,0,0,0,0,0,0,-0.05,3.472222E-05,0.001111111
1,,6/28/2015 8:28:02 AM,13,20.5,-0.1,0,0,0,0,0,0,0,0,0,0,0,-0.05,3.472222E-05,0.001111111
1,,6/28/2015 8:28:07 AM,13,20.5,-0.1,0,0,0,0,0,0,0,0,0,0,0,-0.05,3.472222E-05,0.001111111
