Period,Location,Time,Temperature,Reading (Oxygen),Reading (Hydrogen Cyanide),TWA (Hydrogen Cyanide),STEL (Hydrogen Cyanide),Reading (Nitrogen Dioxide),TWA (Nitrogen Dioxide),STEL (Nitrogen Dioxide),Reading (Hydrogen Sulfide),TWA (Hydrogen Sulfide),STEL (Hydrogen Sulfide),Reading (Carbon Monoxide),TWA (Carbon Monoxide),STEL (Carbon Monoxide),Reading (Carbon Dioxide),TWA (Carbon Dioxide),STEL (Carbon Dioxide)
1,,6/30/2015 7:48:07 AM,15,20.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0.04,6.944444E-06,0.0002222222
1,,6/30/2015 7:48:12 AM,15,20.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0.05,1.5625E-05,0.0005
1,,6/30/2015 7:48:17 AM,15,20.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0.07,2.777778E-05,0.0008888889
1,,6/30/2015 7:48:22 AM,15,20.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0.05,3.645833E-05,0.001166667
1,,6/30/2015 7:48:27 AM,15,20.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0.01,3.819444E-05,0.001222222
1,,6/30/2015 7:48:32 AM,15,20.9,-0.1,0,0,0,0,0,0,0,0,0,0,0,-0.03,3.819444E-05,0.001222222
1,,6/30/2015 7:48:37 AM,15,20.9,-0.1,0,0,0,0,0,0,0,0,0,0,0,0.01,3.993056E-05,0.001277778
1,,6/30/2015 7:48:42 AM,15,20.9,-0.1,0,0,0,0,0,0,0,0,0,0,0,0.01,4.166667E-05,0.001333333
1,,6/30/2015 7:48:47 AM,15,20.9,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,4.166667E-05,0.001333333
1,,6/30/2015 7:48:52 AM,15,20.9,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,4.166667E-05,0.001333333
1,,6/30/2015 7:48:57 AM,15,20.9,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,4.166667E-05,0.001333333
1,,6/30/2015 7:49:02 AM,15,20.9,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,4.166667E-05,0.001333333
1,,6/30/2015 7:49:07 AM,15,20.9,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,4.166667E-05,0.001333333
1,,6/30/2015 7:49:12 AM,15,20.9,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,4.166667E-05,0.001333333
1,,6/30/2015 7:49:17 AM,15,20.9,-0.1,0,0,0,0,0,0,0,0,0,0,0,-0.01,4.166667E-05,0.001333333
1,,6/30/2015 7:49:22 AM,15,20.9,-0.1,0,0,0,0,0,0,0,0,0,0,0,-0.02,4.166667E-05,0.001333333
1,,6/30/2015 7:49:27 AM,15,20.9,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,4.166667E-05,0.001333333
1,,6/30/2015 7:49:32 AM,15,20.9,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,4.166667E-05,0.001333333
1,,6/30/2015 7:49:37 AM,15,20.9,-0.1,0,0,0,0,0,0,0,0,0,0,0,-0.02,4.166667E-05,0.001333333
1,,6/30/2015 7:49:42 AM,15,20.9,-0.1,0,0,0,0,0,0,0,0,0,0,0,-0.03,4.166667E-05,0.001333333
1,,6/30/2015 7:49:47 AM,15,20.9,-0.1,0,0,0,0,0,0,0,0,0,0,0,-0.03,4.166667E-05,0.001333333
1,,6/30/2015 7:49:52 AM,15,20.9,-0.1,0,0,0,0,0,0,0,0,0,0,0,-0.03,4.166667E-05,0.001333333
1,,6/30/2015 7:49:57 AM,15,20.9,-0.1,0,0,0,0,0,0,0,0,0,0,0,-0.02,4.166667E-05,0.001333333
1,,6/30/2015 7:50:02 AM,15,20.9,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,4.166667E-05,0.001333333
1,,6/30/2015 7:50:07 AM,15,20.9,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,4.166667E-05,0.001333333
1,,6/30/2015 7:50:12 AM,15,20.9,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,4.166667E-05,0.001333333
1,,6/30/2015 7:50:17 AM,15,20.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,4.166667E-05,0.001333333
1,,6/30/2015 7:50:22 AM,15,20.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,4.166667E-05,0.001333333
1,,6/30/2015 7:50:27 AM,15,20.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,4.166667E-05,0.001333333
1,,6/30/2015 7:50:32 AM,15,20.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,4.166667E-05,0.001333333
1,,6/30/2015 7:50:37 AM,15,20.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,4.166667E-05,0.001333333
1,,6/30/2015 7:50:42 AM,15,20.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,-0.01,4.166667E-05,0.001333333
1,,6/30/2015 7:50:47 AM,15,20.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,-0.03,4.166667E-05,0.001333333
1,,6/30/2015 7:50:52 AM,15,20.9,-0.1,0,0,0,0,0,0,0,0,0,0,0,-0.02,4.166667E-05,0.001333333
1,,6/30/2015 7:50:57 AM,16,20.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,4.166667E-05,0.001333333
1,,6/30/2015 7:51:02 AM,16,20.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,4.166667E-05,0.001333333
1,,6/30/2015 7:51:07 AM,16,20.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,4.166667E-05,0.001333333
1,,6/30/2015 7:51:12 AM,16,20.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,4.166667E-05,0.001333333
1,,6/30/2015 7:51:17 AM,16,20.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,4.166667E-05,0.001333333
1,,6/30/2015 7:51:22 AM,16,20.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,4.166667E-05,0.001333333
1,,6/30/2015 7:51:27 AM,16,20.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,4.166667E-05,0.001333333
1,,6/30/2015 7:51:32 AM,16,20.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,4.166667E-05,0.001333333
1,,6/30/2015 7:51:37 AM,16,20.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,4.166667E-05,0.001333333
1,,6/30/2015 7:51:42 AM,16,20.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,4.166667E-05,0.001333333
1,,6/30/2015 7:51:47 AM,16,20.9,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,4.166667E-05,0.001333333
1,,6/30/2015 7:51:52 AM,16,20.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,4.166667E-05,0.001333333
1,,6/30/2015 7:51:57 AM,16,20.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,4.166667E-05,0.001333333
1,,6/30/2015 7:52:02 AM,16,20.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,4.166667E-05,0.001333333
