Period,Location,Time,Temperature,Reading (Oxygen),Reading (Hydrogen Cyanide),TWA (Hydrogen Cyanide),STEL (Hydrogen Cyanide),Reading (Nitrogen Dioxide),TWA (Nitrogen Dioxide),STEL (Nitrogen Dioxide),Reading (Hydrogen Sulfide),TWA (Hydrogen Sulfide),STEL (Hydrogen Sulfide),Reading (Carbon Monoxide),TWA (Carbon Monoxide),STEL (Carbon Monoxide),Reading (Carbon Dioxide),TWA (Carbon Dioxide),STEL (Carbon Dioxide)
1,,6/17/2015 7:48:07 AM,14,20.7,0,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/17/2015 7:48:12 AM,14,20.7,0,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/17/2015 7:48:17 AM,14,20.7,0,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/17/2015 7:48:22 AM,14,20.7,0,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/17/2015 7:48:27 AM,14,20.7,0,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/17/2015 7:48:32 AM,14,20.7,0,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/17/2015 7:48:37 AM,14,20.7,0,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/17/2015 7:48:42 AM,14,20.7,0,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/17/2015 7:48:47 AM,14,20.7,0,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/17/2015 7:48:52 AM,14,20.7,0,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/17/2015 7:48:57 AM,14,20.7,0,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
1,,6/17/2015 7:49:02 AM,14,20.7,0,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0
