File ID,1,,
Transmitter Address,3,,
Thermocouple Type,K,,
Start Time,"Wednesday, June 24, 2015 8:26:56 AM",,
Interval (seconds),2,,
Number of Records,2160,,
Units (degrees),C,,
Battery Voltage,1.712,,
,,,
Date,Time,Process,Ambient
6/24/2015,8:26:56 AM,23,22.3
6/24/2015,8:26:58 AM,23,22.3
6/24/2015,8:27:00 AM,23,22.3
6/24/2015,8:27:02 AM,23,22.3
6/24/2015,8:27:04 AM,23,22.3
6/24/2015,8:27:06 AM,23,22.3
6/24/2015,8:27:08 AM,23,22.3
6/24/2015,8:27:10 AM,23,22.3
6/24/2015,8:27:12 AM,23,22.3
6/24/2015,8:27:14 AM,23,22.3
6/24/2015,8:27:16 AM,23,22.3
6/24/2015,8:27:18 AM,23,22.3
6/24/2015,8:27:20 AM,23,22.3
6/24/2015,8:27:22 AM,23,22.3
6/24/2015,8:27:24 AM,23,22.3
6/24/2015,8:27:26 AM,23,22.3
6/24/2015,8:27:28 AM,23,22.3
6/24/2015,8:27:30 AM,23,22.3
6/24/2015,8:27:32 AM,23,22.3
6/24/2015,8:27:34 AM,23,22.3
6/24/2015,8:27:36 AM,23,22.3
6/24/2015,8:27:38 AM,23,22.3
6/24/2015,8:27:40 AM,23,22.3
6/24/2015,8:27:42 AM,23,22.3
6/24/2015,8:27:44 AM,23,22.3
6/24/2015,8:27:46 AM,22,22.3
6/24/2015,8:27:48 AM,22,22.3
6/24/2015,8:27:50 AM,22,22.3
6/24/2015,8:27:52 AM,22,22.3
6/24/2015,8:27:54 AM,23,22.3
6/24/2015,8:27:56 AM,23,22.3
6/24/2015,8:27:58 AM,23,22.3
6/24/2015,8:28:00 AM,22,22.3
6/24/2015,8:28:02 AM,22,22.3
6/24/2015,8:28:04 AM,22,22.3
6/24/2015,8:28:06 AM,22,22.3
6/24/2015,8:28:08 AM,22,22.3
6/24/2015,8:28:10 AM,23,22.3
6/24/2015,8:28:12 AM,23,22.3
6/24/2015,8:28:14 AM,22,22.3
6/24/2015,8:28:16 AM,23,22.3
6/24/2015,8:28:18 AM,23,22.3
6/24/2015,8:28:20 AM,23,22.3
6/24/2015,8:28:22 AM,23,22.3
6/24/2015,8:28:24 AM,22,22.3
6/24/2015,8:28:26 AM,22,22.3
6/24/2015,8:28:28 AM,22,22.3
6/24/2015,8:28:30 AM,22,22.3
6/24/2015,8:28:32 AM,22,22.3
6/24/2015,8:28:34 AM,22,22.3
6/24/2015,8:28:36 AM,22,22.3
6/24/2015,8:28:38 AM,22,22.3
6/24/2015,8:28:40 AM,23,22.3
6/24/2015,8:28:42 AM,23,22.3
6/24/2015,8:28:44 AM,23,22.3
6/24/2015,8:28:46 AM,23,22.3
6/24/2015,8:28:48 AM,23,22.3
6/24/2015,8:28:50 AM,23,22.3
6/24/2015,8:28:52 AM,23,22.3
6/24/2015,8:28:54 AM,23,22.3
6/24/2015,8:28:56 AM,23,22.3
6/24/2015,8:28:58 AM,23,22.3
6/24/2015,8:29:00 AM,23,22.3
6/24/2015,8:29:02 AM,23,22.3
6/24/2015,8:29:04 AM,23,22.4
6/24/2015,8:29:06 AM,23,22.4
6/24/2015,8:29:08 AM,23,22.4
6/24/2015,8:29:10 AM,23,22.4
6/24/2015,8:29:12 AM,23,22.3
6/24/2015,8:29:14 AM,22,22.3
6/24/2015,8:29:16 AM,22,22.3
6/24/2015,8:29:18 AM,22,22.3
6/24/2015,8:29:20 AM,22,22.4
6/24/2015,8:29:22 AM,23,22.4
6/24/2015,8:29:24 AM,22,22.4
6/24/2015,8:29:26 AM,22,22.4
6/24/2015,8:29:28 AM,22,22.4
6/24/2015,8:29:30 AM,22,22.4
6/24/2015,8:29:32 AM,23,22.4
6/24/2015,8:29:34 AM,23,22.4
6/24/2015,8:29:36 AM,23,22.4
6/24/2015,8:29:38 AM,23,22.4
6/24/2015,8:29:40 AM,23,22.4
6/24/2015,8:29:42 AM,23,22.4
6/24/2015,8:29:44 AM,23,22.4
6/24/2015,8:29:46 AM,23,22.4
6/24/2015,8:29:48 AM,23,22.4
6/24/2015,8:29:50 AM,23,22.4
6/24/2015,8:29:52 AM,23,22.4
6/24/2015,8:29:54 AM,22,22.4
6/24/2015,8:29:56 AM,23,22.4
6/24/2015,8:29:58 AM,23,22.4
6/24/2015,8:30:00 AM,22,22.4
6/24/2015,8:30:02 AM,23,22.4
6/24/2015,8:30:04 AM,23,22.4
6/24/2015,8:30:06 AM,22,22.4
6/24/2015,8:30:08 AM,23,22.4
6/24/2015,8:30:10 AM,23,22.4
6/24/2015,8:30:12 AM,23,22.4
6/24/2015,8:30:14 AM,23,22.4
6/24/2015,8:30:16 AM,23,22.4
6/24/2015,8:30:18 AM,23,22.4
6/24/2015,8:30:20 AM,23,22.4
6/24/2015,8:30:22 AM,23,22.4
6/24/2015,8:30:24 AM,23,22.4
6/24/2015,8:30:26 AM,23,22.4
6/24/2015,8:30:28 AM,23,22.4
6/24/2015,8:30:30 AM,23,22.4
6/24/2015,8:30:32 AM,23,22.4
6/24/2015,8:30:34 AM,23,22.4
6/24/2015,8:30:36 AM,23,22.4
6/24/2015,8:30:38 AM,23,22.4
6/24/2015,8:30:40 AM,23,22.4
6/24/2015,8:30:42 AM,23,22.4
6/24/2015,8:30:44 AM,23,22.4
6/24/2015,8:30:46 AM,23,22.4
6/24/2015,8:30:48 AM,23,22.4
6/24/2015,8:30:50 AM,23,22.4
6/24/2015,8:30:52 AM,23,22.4
6/24/2015,8:30:54 AM,23,22.4
6/24/2015,8:30:56 AM,23,22.4
6/24/2015,8:30:58 AM,23,22.4
6/24/2015,8:31:00 AM,23,22.4
6/24/2015,8:31:02 AM,23,22.4
6/24/2015,8:31:04 AM,23,22.4
6/24/2015,8:31:06 AM,23,22.4
6/24/2015,8:31:08 AM,23,22.4
6/24/2015,8:31:10 AM,23,22.4
6/24/2015,8:31:12 AM,23,22.4
6/24/2015,8:31:14 AM,23,22.4
6/24/2015,8:31:16 AM,23,22.4
6/24/2015,8:31:18 AM,23,22.4
6/24/2015,8:31:20 AM,23,22.4
6/24/2015,8:31:22 AM,23,22.4
6/24/2015,8:31:24 AM,23,22.4
6/24/2015,8:31:26 AM,23,22.4
6/24/2015,8:31:28 AM,23,22.4
6/24/2015,8:31:30 AM,23,22.4
6/24/2015,8:31:32 AM,23,22.4
6/24/2015,8:31:34 AM,23,22.4
6/24/2015,8:31:36 AM,23,22.4
6/24/2015,8:31:38 AM,23,22.4
6/24/2015,8:31:40 AM,22,22.4
6/24/2015,8:31:42 AM,22,22.4
6/24/2015,8:31:44 AM,22,22.4
6/24/2015,8:31:46 AM,22,22.4
6/24/2015,8:31:48 AM,22,22.4
6/24/2015,8:31:50 AM,23,22.4
6/24/2015,8:31:52 AM,23,22.4
6/24/2015,8:31:54 AM,23,22.4
6/24/2015,8:31:56 AM,23,22.4
6/24/2015,8:31:58 AM,23,22.4
6/24/2015,8:32:00 AM,23,22.4
6/24/2015,8:32:02 AM,23,22.4
6/24/2015,8:32:04 AM,23,22.4
6/24/2015,8:32:06 AM,23,22.4
6/24/2015,8:32:08 AM,23,22.4
6/24/2015,8:32:10 AM,23,22.4
6/24/2015,8:32:12 AM,23,22.4
6/24/2015,8:32:14 AM,23,22.4
6/24/2015,8:32:16 AM,23,22.4
6/24/2015,8:32:18 AM,23,22.4
6/24/2015,8:32:20 AM,23,22.4
6/24/2015,8:32:22 AM,23,22.4
6/24/2015,8:32:24 AM,23,22.4
6/24/2015,8:32:26 AM,23,22.4
6/24/2015,8:32:28 AM,23,22.4
6/24/2015,8:32:30 AM,23,22.4
6/24/2015,8:32:32 AM,23,22.5
6/24/2015,8:32:34 AM,23,22.5
6/24/2015,8:32:36 AM,23,22.5
6/24/2015,8:32:38 AM,23,22.5
6/24/2015,8:32:40 AM,23,22.5
6/24/2015,8:32:42 AM,23,22.5
6/24/2015,8:32:44 AM,23,22.5
6/24/2015,8:32:46 AM,23,22.5
6/24/2015,8:32:48 AM,23,22.5
6/24/2015,8:32:50 AM,23,22.5
6/24/2015,8:32:52 AM,23,22.5
6/24/2015,8:32:54 AM,23,22.5
6/24/2015,8:32:56 AM,23,22.5
6/24/2015,8:32:58 AM,23,22.5
6/24/2015,8:33:00 AM,23,22.5
6/24/2015,8:33:02 AM,23,22.5
6/24/2015,8:33:04 AM,23,22.5
6/24/2015,8:33:06 AM,23,22.5
6/24/2015,8:33:08 AM,23,22.5
6/24/2015,8:33:10 AM,23,22.5
6/24/2015,8:33:12 AM,23,22.5
6/24/2015,8:33:14 AM,23,22.5
6/24/2015,8:33:16 AM,23,22.5
6/24/2015,8:33:18 AM,23,22.5
6/24/2015,8:33:20 AM,23,22.5
6/24/2015,8:33:22 AM,23,22.5
6/24/2015,8:33:24 AM,23,22.5
6/24/2015,8:33:26 AM,23,22.5
6/24/2015,8:33:28 AM,23,22.5
6/24/2015,8:33:30 AM,23,22.5
6/24/2015,8:33:32 AM,23,22.5
6/24/2015,8:33:34 AM,23,22.5
6/24/2015,8:33:36 AM,23,22.5
6/24/2015,8:33:38 AM,23,22.5
6/24/2015,8:33:40 AM,23,22.5
6/24/2015,8:33:42 AM,23,22.5
6/24/2015,8:33:44 AM,23,22.5
6/24/2015,8:33:46 AM,23,22.5
6/24/2015,8:33:48 AM,23,22.5
6/24/2015,8:33:50 AM,23,22.5
6/24/2015,8:33:52 AM,23,22.5
6/24/2015,8:33:54 AM,23,22.5
6/24/2015,8:33:56 AM,23,22.5
6/24/2015,8:33:58 AM,23,22.5
6/24/2015,8:34:00 AM,23,22.5
6/24/2015,8:34:02 AM,23,22.5
6/24/2015,8:34:04 AM,23,22.5
6/24/2015,8:34:06 AM,23,22.5
6/24/2015,8:34:08 AM,23,22.5
6/24/2015,8:34:10 AM,23,22.5
6/24/2015,8:34:12 AM,23,22.5
6/24/2015,8:34:14 AM,23,22.5
6/24/2015,8:34:16 AM,23,22.5
6/24/2015,8:34:18 AM,23,22.5
6/24/2015,8:34:20 AM,23,22.5
